iteracion,semilla,fitness,gbestx,gbesty,poblacion,tasa_mutacion,fuerza_mutacion,tam_torneo,evals,evals to best,tiempo_al_mejor
0,1774274409278,1.575695,311.88477,149.64078,100,0.1,55.0,3,200,191,0.049
1,1774274409278,0.067178726,309.08002,153.52917,100,0.1,55.0,3,300,251,0.081
2,1774274409278,0.067178726,309.08002,153.52917,100,0.1,55.0,3,400,251,0.081
3,1774274409278,0.067178726,309.08002,153.52917,100,0.1,55.0,3,500,251,0.081
4,1774274409278,0.067178726,309.08002,153.52917,100,0.1,55.0,3,600,251,0.081
5,1774274409278,0.067178726,309.08002,153.52917,100,0.1,55.0,3,700,251,0.081
6,1774274409278,0.03862667,307.44055,154.30444,100,0.1,55.0,3,800,714,0.204
7,1774274409278,0.03862667,307.44055,154.30444,100,0.1,55.0,3,900,714,0.204
8,1774274409278,0.024331093,308.09323,153.9494,100,0.1,55.0,3,1000,990,0.242
9,1774274409278,0.0019655228,307.33154,153.74712,100,0.1,55.0,3,1100,1088,0.265
10,1774274409278,0.0019140244,307.1792,153.7587,100,0.1,55.0,3,1200,1129,0.279
11,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1300,1235,0.299
12,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1400,1235,0.299
13,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1500,1235,0.299
14,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1600,1235,0.299
15,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1700,1235,0.299
16,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1800,1235,0.299
17,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,1900,1235,0.299
18,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2000,1235,0.299
19,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2100,1235,0.299
20,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2200,1235,0.299
21,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2300,1235,0.299
22,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2400,1235,0.299
23,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2500,1235,0.299
24,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2600,1235,0.299
25,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2700,1235,0.299
26,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2800,1235,0.299
27,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,2900,1235,0.299
28,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3000,1235,0.299
29,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3100,1235,0.299
30,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3200,1235,0.299
31,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3300,1235,0.299
32,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3400,1235,0.299
33,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3500,1235,0.299
34,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3600,1235,0.299
35,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3700,1235,0.299
36,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3800,1235,0.299
37,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,3900,1235,0.299
38,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4000,1235,0.299
39,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4100,1235,0.299
40,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4200,1235,0.299
41,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4300,1235,0.299
42,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4400,1235,0.299
43,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4500,1235,0.299
44,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4600,1235,0.299
45,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4700,1235,0.299
46,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4800,1235,0.299
47,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,4900,1235,0.299
48,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5000,1235,0.299
49,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5100,1235,0.299
50,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5200,1235,0.299
51,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5300,1235,0.299
52,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5400,1235,0.299
53,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5500,1235,0.299
54,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5600,1235,0.299
55,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5700,1235,0.299
56,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5800,1235,0.299
57,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,5900,1235,0.299
58,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6000,1235,0.299
59,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6100,1235,0.299
60,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6200,1235,0.299
61,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6300,1235,0.299
62,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6400,1235,0.299
63,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6500,1235,0.299
64,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6600,1235,0.299
65,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6700,1235,0.299
66,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6800,1235,0.299
67,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,6900,1235,0.299
68,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7000,1235,0.299
69,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7100,1235,0.299
70,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7200,1235,0.299
71,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7300,1235,0.299
72,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7400,1235,0.299
73,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7500,1235,0.299
74,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7600,1235,0.299
75,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7700,1235,0.299
76,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7800,1235,0.299
77,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,7900,1235,0.299
78,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8000,1235,0.299
79,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8100,1235,0.299
80,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8200,1235,0.299
81,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8300,1235,0.299
82,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8400,1235,0.299
83,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8500,1235,0.299
84,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8600,1235,0.299
85,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8700,1235,0.299
86,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8800,1235,0.299
87,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,8900,1235,0.299
88,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9000,1235,0.299
89,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9100,1235,0.299
90,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9200,1235,0.299
91,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9300,1235,0.299
92,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9400,1235,0.299
93,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9500,1235,0.299
94,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9600,1235,0.299
95,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9700,1235,0.299
96,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9800,1235,0.299
97,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,9900,1235,0.299
98,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10000,1235,0.299
99,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10100,1235,0.299
100,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10200,1235,0.299
101,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10300,1235,0.299
102,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10400,1235,0.299
103,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10500,1235,0.299
104,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10600,1235,0.299
105,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10700,1235,0.299
106,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10800,1235,0.299
107,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,10900,1235,0.299
108,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11000,1235,0.299
109,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11100,1235,0.299
110,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11200,1235,0.299
111,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11300,1235,0.299
112,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11400,1235,0.299
113,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11500,1235,0.299
114,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11600,1235,0.299
115,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11700,1235,0.299
116,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11800,1235,0.299
117,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,11900,1235,0.299
118,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12000,1235,0.299
119,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12100,1235,0.299
120,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12200,1235,0.299
121,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12300,1235,0.299
122,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12400,1235,0.299
123,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12500,1235,0.299
124,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12600,1235,0.299
125,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12700,1235,0.299
126,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12800,1235,0.299
127,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,12900,1235,0.299
128,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13000,1235,0.299
129,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13100,1235,0.299
130,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13200,1235,0.299
131,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13300,1235,0.299
132,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13400,1235,0.299
133,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13500,1235,0.299
134,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13600,1235,0.299
135,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13700,1235,0.299
136,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13800,1235,0.299
137,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,13900,1235,0.299
138,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14000,1235,0.299
139,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14100,1235,0.299
140,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14200,1235,0.299
141,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14300,1235,0.299
142,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14400,1235,0.299
143,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14500,1235,0.299
144,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14600,1235,0.299
145,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14700,1235,0.299
146,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14800,1235,0.299
147,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,14900,1235,0.299
148,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15000,1235,0.299
149,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15100,1235,0.299
150,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15200,1235,0.299
151,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15300,1235,0.299
152,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15400,1235,0.299
153,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15500,1235,0.299
154,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15600,1235,0.299
155,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15700,1235,0.299
156,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15800,1235,0.299
157,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,15900,1235,0.299
158,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16000,1235,0.299
159,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16100,1235,0.299
160,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16200,1235,0.299
161,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16300,1235,0.299
162,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16400,1235,0.299
163,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16500,1235,0.299
164,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16600,1235,0.299
165,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16700,1235,0.299
166,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16800,1235,0.299
167,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,16900,1235,0.299
168,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17000,1235,0.299
169,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17100,1235,0.299
170,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17200,1235,0.299
171,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17300,1235,0.299
172,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17400,1235,0.299
173,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17500,1235,0.299
174,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17600,1235,0.299
175,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17700,1235,0.299
176,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17800,1235,0.299
177,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,17900,1235,0.299
178,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18000,1235,0.299
179,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18100,1235,0.299
180,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18200,1235,0.299
181,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18300,1235,0.299
182,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18400,1235,0.299
183,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18500,1235,0.299
184,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18600,1235,0.299
185,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18700,1235,0.299
186,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18800,1235,0.299
187,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,18900,1235,0.299
188,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19000,1235,0.299
189,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19100,1235,0.299
190,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19200,1235,0.299
191,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19300,1235,0.299
192,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19400,1235,0.299
193,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19500,1235,0.299
194,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19600,1235,0.299
195,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19700,1235,0.299
196,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19800,1235,0.299
197,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,19900,1235,0.299
198,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20000,1235,0.299
199,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20100,1235,0.299
200,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20200,1235,0.299
201,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20300,1235,0.299
202,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20400,1235,0.299
203,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20500,1235,0.299
204,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20600,1235,0.299
205,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20700,1235,0.299
206,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20800,1235,0.299
207,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,20900,1235,0.299
208,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21000,1235,0.299
209,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21100,1235,0.299
210,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21200,1235,0.299
211,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21300,1235,0.299
212,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21400,1235,0.299
213,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21500,1235,0.299
214,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21600,1235,0.299
215,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21700,1235,0.299
216,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21800,1235,0.299
217,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,21900,1235,0.299
218,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22000,1235,0.299
219,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22100,1235,0.299
220,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22200,1235,0.299
221,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22300,1235,0.299
222,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22400,1235,0.299
223,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22500,1235,0.299
224,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22600,1235,0.299
225,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22700,1235,0.299
226,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22800,1235,0.299
227,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,22900,1235,0.299
228,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23000,1235,0.299
229,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23100,1235,0.299
230,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23200,1235,0.299
231,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23300,1235,0.299
232,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23400,1235,0.299
233,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23500,1235,0.299
234,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23600,1235,0.299
235,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23700,1235,0.299
236,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23800,1235,0.299
237,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,23900,1235,0.299
238,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24000,1235,0.299
239,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24100,1235,0.299
240,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24200,1235,0.299
241,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24300,1235,0.299
242,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24400,1235,0.299
243,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24500,1235,0.299
244,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24600,1235,0.299
245,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24700,1235,0.299
246,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24800,1235,0.299
247,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,24900,1235,0.299
248,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,25000,1235,0.299
249,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,25100,1235,0.299
250,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,25200,1235,0.299
251,1774274409278,4.863739E-5,307.25,153.59482,100,0.1,55.0,3,25300,1235,0.299
