iteracion,fitness,gbestx,gbesty,puntos,inercia,C1,C2,evals,evals to best
264,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,26500,19750
265,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,26600,19750
266,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,26700,19750
267,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,26800,19750
268,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,26900,19750
269,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27000,19750
270,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27100,19750
271,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27200,19750
272,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27300,19750
273,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27400,19750
274,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27500,19750
275,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27600,19750
276,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27700,19750
277,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27800,19750
278,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,27900,19750
279,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28000,19750
280,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28100,19750
281,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28200,19750
282,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28300,19750
283,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28400,19750
284,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28500,19750
285,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28600,19750
286,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28700,19750
287,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28800,19750
288,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,28900,19750
289,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29000,19750
290,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29100,19750
291,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29200,19750
292,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29300,19750
293,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29400,19750
294,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29500,19750
295,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29600,19750
296,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29700,19750
297,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29800,19750
298,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,29900,19750
299,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30000,19750
300,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30100,19750
301,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30200,19750
302,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30300,19750
303,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30400,19750
304,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30500,19750
305,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30600,19750
306,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30700,19750
307,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30800,19750
308,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,30900,19750
309,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31000,19750
310,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31100,19750
311,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31200,19750
312,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31300,19750
313,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31400,19750
314,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31500,19750
315,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31600,19750
316,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31700,19750
317,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31800,19750
318,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,31900,19750
319,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32000,19750
320,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32100,19750
321,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32200,19750
322,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32300,19750
323,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32400,19750
324,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32500,19750
325,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32600,19750
326,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32700,19750
327,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32800,19750
328,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,32900,19750
329,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33000,19750
330,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33100,19750
331,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33200,19750
332,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33300,19750
333,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33400,19750
334,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33500,19750
335,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33600,19750
336,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33700,19750
337,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33800,19750
338,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,33900,19750
339,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34000,19750
340,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34100,19750
341,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34200,19750
342,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34300,19750
343,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34400,19750
344,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34500,19750
345,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34600,19750
346,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34700,19750
347,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34800,19750
348,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,34900,19750
349,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35000,19750
350,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35100,19750
351,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35200,19750
352,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35300,19750
353,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35400,19750
354,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35500,19750
355,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35600,19750
356,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35700,19750
357,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35800,19750
358,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,35900,19750
359,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36000,19750
360,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36100,19750
361,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36200,19750
362,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36300,19750
363,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36400,19750
364,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36500,19750
365,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36600,19750
366,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36700,19750
367,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36800,19750
368,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,36900,19750
369,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37000,19750
370,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37100,19750
371,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37200,19750
372,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37300,19750
373,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37400,19750
374,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37500,19750
375,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37600,19750
376,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37700,19750
377,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37800,19750
378,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,37900,19750
379,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38000,19750
380,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38100,19750
381,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38200,19750
382,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38300,19750
383,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38400,19750
384,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38500,19750
385,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38600,19750
386,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38700,19750
387,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38800,19750
388,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,38900,19750
389,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39000,19750
390,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39100,19750
391,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39200,19750
392,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39300,19750
393,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39400,19750
394,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39500,19750
395,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39600,19750
396,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39700,19750
397,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39800,19750
398,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,39900,19750
399,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40000,19750
400,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40100,19750
401,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40200,19750
402,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40300,19750
403,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40400,19750
404,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40500,19750
405,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40600,19750
406,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40700,19750
407,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40800,19750
408,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,40900,19750
409,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,41000,19750
410,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,41100,19750
411,2.5558472E-4,307.30725,153.57753,100,10.0,30.0,30.0,41200,19750
412,6.198883E-5,307.22574,153.57439,100,10.0,30.0,30.0,41300,41203
413,6.198883E-5,307.22574,153.57439,100,10.0,30.0,30.0,41400,41203
414,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,41500,41403
415,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,41600,41403
416,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,41700,41403
417,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,41800,41403
418,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,41900,41403
419,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42000,41403
420,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42100,41403
421,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42200,41403
422,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42300,41403
423,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42400,41403
424,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42500,41403
425,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42600,41403
426,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42700,41403
427,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42800,41403
428,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,42900,41403
429,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43000,41403
430,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43100,41403
431,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43200,41403
432,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43300,41403
433,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43400,41403
434,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43500,41403
435,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43600,41403
436,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43700,41403
437,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43800,41403
438,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,43900,41403
439,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44000,41403
440,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44100,41403
441,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44200,41403
442,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44300,41403
443,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44400,41403
444,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44500,41403
445,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44600,41403
446,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44700,41403
447,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44800,41403
448,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,44900,41403
449,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45000,41403
450,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45100,41403
451,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45200,41403
452,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45300,41403
453,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45400,41403
454,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45500,41403
455,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45600,41403
456,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45700,41403
457,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45800,41403
458,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,45900,41403
459,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46000,41403
460,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46100,41403
461,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46200,41403
462,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46300,41403
463,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46400,41403
464,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46500,41403
465,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46600,41403
466,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46700,41403
467,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46800,41403
468,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,46900,41403
469,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47000,41403
470,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47100,41403
471,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47200,41403
472,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47300,41403
473,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47400,41403
474,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47500,41403
475,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47600,41403
476,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47700,41403
477,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47800,41403
478,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,47900,41403
479,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48000,41403
480,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48100,41403
481,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48200,41403
482,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48300,41403
483,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48400,41403
484,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48500,41403
485,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48600,41403
486,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48700,41403
487,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48800,41403
488,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,48900,41403
489,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49000,41403
490,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49100,41403
491,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49200,41403
492,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49300,41403
493,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49400,41403
494,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49500,41403
495,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49600,41403
496,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49700,41403
497,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49800,41403
498,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,49900,41403
499,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50000,41403
500,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50100,41403
501,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50200,41403
502,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50300,41403
503,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50400,41403
504,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50500,41403
505,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50600,41403
506,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50700,41403
507,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50800,41403
508,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,50900,41403
509,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51000,41403
510,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51100,41403
511,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51200,41403
512,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51300,41403
513,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51400,41403
514,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51500,41403
515,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51600,41403
516,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51700,41403
517,5.9127808E-5,307.22574,153.57509,100,10.0,30.0,30.0,51800,41403
